filename,original_size,original_size_formatted,RLE_size,RLE_size_formatted,RLE_ratio,RLE_time,Huffman_size,Huffman_size_formatted,Huffman_ratio,Huffman_time,LZ77_size,LZ77_size_formatted,LZ77_ratio,LZ77_time,LZW_size,LZW_size_formatted,LZW_ratio,LZW_time,Arithmetic_size,Arithmetic_size_formatted,Arithmetic_ratio,Arithmetic_time,BWT_size,BWT_size_formatted,BWT_ratio,BWT_time,best_method,best_ratio,best_size
LICENSE-2.0.txt,11358,11.09 KB,20494,20.01 KB,-80.43669660151434,0.0038504600524902344,6556,6.40 KB,42.27857017080472,0.002951383590698242,12614,12.32 KB,-11.05828490931502,0.43709588050842285,6939,6.78 KB,38.906497622820915,0.0044286251068115234,11358,11.09 KB,0.0,0.0,8225,8.03 KB,27.584081704525442,0.04747962951660156,Huffman,42.27857017080472,6556
